PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251011,96,0,0,0,0,0,0,35.25,35.25,0,0,0,0,55.75,55.75,0,171.75,171.75,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251012,95,0,0,0,0,0,0,30.5,30.5,0,0,0,0,61.5,61.5,0,158,158,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251013,95,8,8,0,0,0,0,34,34,0,18.5,18.5,0,65.75,65.75,0,179.75,179.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251014,95,8,8,0,8,8,0,18.5,18.5,0,16.75,16.75,0,75.5,75.5,0,181,181,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251015,96,8,8,0,7.75,7.75,0,22,22,0,14.5,14.5,0,75.75,75.75,0,183.75,183.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251016,95,8,8,0,16,8,8,35.25,35.25,0,18.25,18.25,0,60.25,60.25,0,188.5,188.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251017,95,0,0,0,8.25,8.25,0,43.5,43.5,0,14.5,14.5,0,50,50,0,187.5,187.5,0,0,0,0,5.25,5.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251018,94,0,0,0,0,0,0,15.5,15.5,0,0,0,0,72.25,72.25,0,179.25,179.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251019,94,0,0,0,0,0,0,20.75,20.75,0,0,0,0,72.75,72.75,0,176.75,176.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251020,93,8,8,0,8,8,0,24.25,24.25,0,19.75,19.75,0,75.5,75.5,0,180,180,0,0,0,0,10.75,10.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251021,92,8,8,0,0,0,0,23.25,23.25,0,17.25,17.25,0,68.5,68.5,0,185,185,0,0,0,0,4.75,4.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251022,93,8,8,0,8,8,0,19.25,19.25,0,17,17,0,75.5,75.5,0,182.25,182.25,0,0,0,0,1.5,1.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251023,94,8,8,0,7.75,7.75,0,14.75,14.75,0,15.25,15.25,0,74.5,74.5,0,186,186,0,0,0,0,6.5,6.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251024,95,8,8,0,8,8,0,16.75,16.75,0,14.5,14.5,0,71.25,71.25,0,180,180,0,0,0,0,5.75,5.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251025,95,0,0,0,0,0,0,23.75,23.75,0,0,0,0,63.25,63.25,0,189.75,189.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251026,95,0,0,0,0,0,0,19.75,19.75,0,0,0,0,61.5,61.5,0,191.5,191.5,0,0,0,0,3,3,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251027,95,8,8,0,8.5,8.5,0,19.25,19.25,0,17.25,17.25,0,74.25,74.25,0,172.5,172.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251028,94,8,8,0,9.25,9.25,0,13.75,13.75,0,18.25,18.25,0,79.5,79.5,0,179,179,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251029,99,8,8,0,8,8,0,19.75,19.75,0,17.5,17.5,0,74,74,0,192.75,192.75,0,0,0,0,4.25,4.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251030,99,8,8,0,8.75,8.75,0,23.75,23.75,0,18.5,18.5,0,71.75,71.75,0,181.5,181.5,0,0,0,0,4.75,4.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251031,100,8,8,0,16.25,8.25,8,31.25,31.25,0,12.5,12.5,0,58,58,0,166.25,166.25,0,0,0,0,6.5,6.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251101,97,0,0,0,0,0,0,24.75,24.75,0,0,0,0,72.75,72.75,0,174.75,174.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251102,97,0,0,0,0,0,0,21.25,21.25,0,0,0,0,73.5,73.5,0,179,179,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251103,97,8,8,0,12.75,8.25,4.5,17.25,17.25,0,18.25,18.25,0,75.25,75.25,0,196,196,0,0,0,0,2.25,2.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251104,98,8,8,0,8.5,8.5,0,25,25,0,18.25,18.25,0,74.5,74.5,0,203.5,203.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251105,98,8,8,0,8.25,8.25,0,19.75,19.75,0,18,18,0,80.75,80.75,0,205.25,205.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251106,96,8,8,0,7,7,0,12.25,12.25,0,15,15,0,79.5,79.5,0,191.25,191.25,0,0,0,0,2.75,2.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251107,96,8,8,0,8,8,0,28.25,28.25,0,5,5,0,65,65,0,194.25,194.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251108,96,0,0,0,0,0,0,23.75,23.75,0,0,0,0,60.25,60.25,0,162,162,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251109,96,0,0,0,0,0,0,19.25,19.25,0,0,0,0,68.25,68.25,0,164,164,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251110,96,8,8,0,19.75,8.25,11.5,18,18,0,16.5,16.5,0,76.5,76.5,0,167.75,167.75,0,0,0,0,11.5,11.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251111,96,8,8,0,15.75,7.75,8,12.25,12.25,0,18.75,18.75,0,85.75,85.75,0,180.25,180.25,0,0,0,0,13.5,13.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251112,95,8,8,0,17.25,9.25,8,9.75,9.75,0,17.5,17.5,0,79.25,79.25,0,184.75,184.75,0,0,0,0,11,11,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251113,97,8,8,0,15.25,7.25,8,26.25,26.25,0,17.5,17.5,0,74.25,74.25,0,176,176,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251114,97,8,8,0,8.25,8.25,0,30.75,30.75,0,14.5,14.5,0,59.25,59.25,0,196.75,196.75,0,0,0,0,11.5,11.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251115,97,0,0,0,0,0,0,16.75,16.75,0,0,0,0,68,68,0,170,170,0,0,0,0,11.5,11.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251116,96,0,0,0,0,0,0,18.75,18.75,0,0,0,0,66.75,66.75,0,168.75,168.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251117,96,8,8,0,8,8,0,14.25,14.25,0,17.25,17.25,0,78,78,0,190.5,190.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251118,95,8,8,0,8,8,0,18,18,0,16.5,16.5,0,77.75,77.75,0,190.25,190.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251119,96,8,8,0,8,8,0,16.75,16.75,0,16.5,16.5,0,75.25,75.25,0,219,219,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251120,95,8,8,0,7.75,7.75,0,12.25,12.25,0,16.75,16.75,0,82.25,82.25,0,180.25,180.25,0,0,0,0,2.25,2.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251121,95,8,8,0,8,8,0,20,20,0,14.25,14.25,0,69,69,0,195.25,195.25,0,0,0,0,7.25,7.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251122,95,0,0,0,0,0,0,19,19,0,0,0,0,53.5,53.5,0,146.25,146.25,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251123,95,0,0,0,0,0,0,26.25,26.25,0,0,0,0,53.25,53.25,0,178.5,178.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251124,94,8,8,0,8,8,0,18.75,18.75,0,18.25,18.25,0,74,74,0,189,189,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251125,93,8,8,0,8.25,8.25,0,8.25,8.25,0,17.5,17.5,0,79,79,0,196.5,196.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251126,94,0,0,0,7.75,7.75,0,17,17,0,13.5,13.5,0,70.25,70.25,0,189.25,189.25,0,0,0,0,2.75,2.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251127,94,8,8,0,0,0,0,19,19,0,8.25,8.25,0,68,68,0,177.25,177.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251128,94,8,8,0,0,0,0,17.75,17.75,0,0,0,0,55,55,0,175,175,0,0,0,0,12.25,12.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251129,94,0,0,0,0,0,0,38.75,38.75,0,0,0,0,46.25,46.25,0,159.5,159.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251130,94,0,0,0,0,0,0,19.25,19.25,0,0,0,0,63.75,63.75,0,156.5,156.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251201,95,8,8,0,6.5,6.5,0,13.75,13.75,0,16.75,16.75,0,72.75,72.75,0,171.75,171.75,0,0,0,0,6.5,6.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251202,95,8,8,0,8.25,8.25,0,34.75,34.75,0,17.5,17.5,0,58,58,0,170.5,170.5,0,0,0,0,4.5,4.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251203,95,8,8,0,8.5,8.5,0,23.5,23.5,0,16.5,16.5,0,65.75,65.75,0,175.75,175.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251204,97,8,8,0,7,7,0,26.25,26.25,0,8,8,0,70,70,0,177.5,177.5,0,0,0,0,2,2,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251205,97,8,8,0,8,8,0,33.25,33.25,0,13.75,13.75,0,66.5,66.5,0,181.25,181.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251206,96,0,0,0,0,0,0,33.5,33.5,0,0,0,0,54.25,54.25,0,148.5,148.5,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251207,96,0,0,0,0,0,0,27,27,0,0,0,0,54.5,54.5,0,172,172,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251208,99,8,8,0,8.75,8.75,0,24.5,24.5,0,17,17,0,72.25,72.25,0,173.5,173.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251209,99,8,8,0,8.5,8.5,0,23.75,23.75,0,19.75,19.75,0,72,72,0,183.75,183.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251210,97,8,8,0,8.5,8.5,0,17,17,0,17.25,17.25,0,77.5,77.5,0,189.25,189.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251211,98,8,8,0,7.75,7.75,0,26,26,0,17.75,17.75,0,77,77,0,171,171,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251212,97,0,0,0,7.75,7.75,0,30.75,30.75,0,12.75,12.75,0,65.25,65.25,0,196.25,196.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251213,97,0,0,0,0,0,0,16.5,16.5,0,0,0,0,74.75,74.75,0,193.75,193.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251214,96,0,0,0,0,0,0,19.25,19.25,0,0,0,0,73.5,73.5,0,152.75,152.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251215,96,8,8,0,16.25,8.25,8,16.25,16.25,0,16.75,16.75,0,77.75,77.75,0,176,176,0,0,0,0,1.75,1.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251216,97,8,8,0,5.5,5.5,0,19.5,19.5,0,17,17,0,73.25,73.25,0,181,181,0,0,0,0,4.25,4.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251217,97,8,8,0,8.25,8.25,0,24,24,0,16.25,16.25,0,72.5,72.5,0,186.25,186.25,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251218,97,8,8,0,7.75,7.75,0,24.25,24.25,0,16.5,16.5,0,58.75,58.75,0,197,197,0,0,0,0,9.5,9.5,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251219,97,8,8,0,8,8,0,25.5,25.5,0,14.25,14.25,0,46.75,46.75,0,187,187,0,0,0,0,9,9,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251220,97,0,0,0,0,0,0,30.25,30.25,0,0,0,0,47,47,0,177.25,177.25,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251221,97,0,0,0,0,0,0,17.25,17.25,0,0,0,0,59,59,0,157.5,157.5,0,0,0,0,12,12,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251222,96,8,8,0,9,9,0,24.25,24.25,0,18,18,0,73.75,73.75,0,179.5,179.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251223,97,8,8,0,8,8,0,29,29,0,16.5,16.5,0,66.25,66.25,0,162.75,162.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251224,96,8,8,0,15.75,7.75,8,13,13,0,6.75,6.75,0,81.25,81.25,0,168.75,168.75,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251225,97,8,8,0,7.25,7.25,0,15.25,15.25,0,6.75,6.75,0,52.75,52.75,0,156,156,0,0,0,0,10.25,10.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251226,98,8,8,0,8,8,0,5.25,5.25,0,9.75,9.75,0,84.5,84.5,0,161.25,161.25,0,0,0,0,8.25,8.25,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251227,97,0,0,0,0,0,0,19,19,0,0,0,0,62.75,62.75,0,164.5,164.5,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251228,96,0,0,0,0,0,0,12.25,12.25,0,0,0,0,71.75,71.75,0,150,150,0,0,0,0,0,0,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251229,97,8,8,0,8.5,8.5,0,10.5,10.5,0,16.75,16.75,0,62,62,0,175.75,175.75,0,0,0,0,16,16,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251230,97,8,8,0,8.25,8.25,0,25.75,25.75,0,17,17,0,52.5,52.5,0,164,164,0,0,0,0,11.75,11.75,0
345000,AUTUMN CARE OF BISCOE,Biscoe,NC,Montgomery,123,2025Q4,20251231,98,8,8,0,15.5,7.5,8,25.25,25.25,0,16,16,0,55,55,0,171,171,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251001,75,8,8,0,38.25,38.25,0,56.29,56.29,0,0,0,0,75.57,75.57,0,231.64,231.64,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251002,75,8,8,0,41.75,41.75,0,77.56,77.56,0,0,0,0,62.54,62.54,0,225.87,225.87,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251003,73,8,8,0,30,30,0,88.27,88.27,0,0,0,0,52.79,52.79,0,240.87,240.87,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251004,72,0,0,0,0,0,0,94,94,0,0,0,0,26.34,26.34,0,237.79,237.79,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251005,71,3.75,3.75,0,0,0,0,77.01,69.41,7.6,0,0,0,63.76,63.76,0,219.93,219.93,0,0,0,0,0,0,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251006,72,8,8,0,33,33,0,7.5,7.5,0,26.25,26.25,0,92.09,92.09,0,225.24,225.24,0,0,0,0,31.47,31.47,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251007,77,8,8,0,38.22,38.22,0,12.5,12.5,0,26.75,26.75,0,76.56,76.56,0,200,200,0,0,0,0,52.78,52.78,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251008,78,8,8,0,56.03,56.03,0,12,12,0,24.25,24.25,0,71.44,71.44,0,208.75,208.75,0,0,0,0,43.25,43.25,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251009,77,8,8,0,66,66,0,19,19,0,22,22,0,41.47,41.47,0,178.78,178.78,0,0,0,0,64.47,64.47,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251010,77,8,8,0,68.75,68.75,0,26.75,26.75,0,16.75,16.75,0,76.1,67.97,8.13,214.16,208.75,5.41,0,0,0,39.03,39.03,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251011,76,0,0,0,44.72,44.72,0,40.92,40.92,0,0,0,0,29.12,21.31,7.81,174.75,174.75,0,0,0,0,79.75,79.75,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251012,75,0,0,0,29.75,29.75,0,42.62,23.08,19.54,0,0,0,52.42,28.25,24.17,182.25,182.25,0,0,0,0,49.5,49.5,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251013,77,8,8,0,32.28,32.28,0,25.5,25.5,0,26.25,26.25,0,67.78,67.78,0,208.25,208.25,0,0,0,0,63.25,63.25,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251014,77,8,8,0,43.25,43.25,0,21.69,21.69,0,27,27,0,56.53,56.53,0,177.5,177.5,0,0,0,0,86.47,86.47,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251015,74,8,8,0,46.75,46.75,0,14.81,14.81,0,26.25,26.25,0,86.53,86.53,0,230.5,230.5,0,0,0,0,57.5,57.5,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251016,74,8,8,0,49.47,49.47,0,7.75,7.75,0,23.25,23.25,0,62.78,62.78,0,180.25,180.25,0,0,0,0,36.03,36.03,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251017,73,8,8,0,58.28,58.28,0,27.75,19.5,8.25,15,15,0,76.52,76.52,0,207.5,207.5,0,0,0,0,52.5,52.5,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251018,70,8,8,0,39.75,39.75,0,16.5,16.5,0,0,0,0,58.92,50.91,8.01,182.5,182.5,0,0,0,0,55.22,55.22,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251019,70,0,0,0,35.75,35.75,0,23.18,7.75,15.43,0,0,0,42.25,42.25,0,201.03,201.03,0,0,0,0,50.25,50.25,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251020,72,8,8,0,59,59,0,23,23,0,25,25,0,76.06,76.06,0,200.09,200.09,0,0,0,0,58.53,58.53,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251021,74,12.5,12.5,0,23.5,23.5,0,12.25,12.25,0,24.5,24.5,0,95.86,95.86,0,200.97,200.97,0,0,0,0,52.75,52.75,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251022,77,8,8,0,61.5,61.5,0,20.5,20.5,0,27.5,27.5,0,60.5,60.5,0,192.58,192.58,0,0,0,0,50.25,50.25,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251023,76,8,8,0,70,70,0,10.5,10.5,0,27.75,27.75,0,84.94,84.94,0,291.84,276.75,15.09,0,0,0,40.72,40.72,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251024,77,0,0,0,53.25,53.25,0,23.25,23.25,0,21.5,21.5,0,78.25,78.25,0,197.56,190.94,6.62,0,0,0,48.03,48.03,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251025,74,1.25,1.25,0,40,40,0,42.5,42.5,0,0,0,0,35.94,35.94,0,153.83,145.75,8.08,0,0,0,74.5,74.5,0
345001,HILLCREST CONVALESCENT CENTER,Durham,NC,Durham,063,2025Q4,20251026,72,0.75,0.75,0,32.25,32.25,0,39,23.5,15.5,2,2,0,44.53,44.53,0,182,182,0,0,0,0,56.75,56.75,0
